,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,geocode,latitude,longitude
134,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,35.44,1,0.0,16.6568,"Roseville, Placer County, California, 95661, United States",38.7400433,-121.25689872982457
135,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,11.52,4,0.0,3.456,"Roseville, Placer County, California, 95661, United States",38.7400433,-121.25689872982457
136,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,4.02,2,0.0,1.9698,"Roseville, Placer County, California, 95661, United States",38.7400433,-121.25689872982457
137,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,76.176,3,0.2,26.6616,"Roseville, Placer County, California, 95661, United States",38.7400433,-121.25689872982457
138,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,65.88,6,0.0,18.4464,"Roseville, Placer County, California, 95661, United States",38.7400433,-121.25689872982457
139,Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,43.12,14,0.0,20.6976,"Roseville, Placer County, California, 95661, United States",38.7400433,-121.25689872982457
140,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,82.8,2,0.2,10.35,"Condat-sur-Ganaveix, Tulle, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19140, France",45.43781821733334,1.58203768
141,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,8.82,3,0.0,2.3814,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
142,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,10.86,3,0.0,5.1042,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
143,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,143.7,3,0.0,68.976,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
144,Standard Class,Consumer,United States,Independence,Missouri,64055,Central,Office Supplies,Appliances,839.43,3,0.0,218.2518,"Independence, Jackson County, Missouri, 64055, United States",39.05134999037838,-94.40246383178378
145,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,671.93,7,0.0,20.1579,"Pasadena, Los Angeles County, California, 91104, United States",34.16546913378378,-118.12298814797296
146,Standard Class,Home Office,United States,Newark,Ohio,43055,East,Furniture,Furnishings,93.888,4,0.2,12.9096,"Sorbolo Mezzani, Parma, Emilia-Romagna, 43055, Italia",44.922307175,10.436385725
147,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,384.45,11,0.0,103.8015,"Franklin, Wisconsin, 53132, United States",42.91040655456026,-87.99237517027687
148,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,149.97,3,0.0,5.9988,"Franklin, Wisconsin, 53132, United States",42.91040655456026,-87.99237517027687
149,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,1951.84,8,0.0,585.552,"Franklin, Wisconsin, 53132, United States",42.91040655456026,-87.99237517027687
150,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,171.55,5,0.0,80.6285,"Franklin, Wisconsin, 53132, United States",42.91040655456026,-87.99237517027687
151,First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Office Supplies,Appliances,157.92,5,0.2,17.766,"Bayern, 85254, Deutschland",48.2876545,11.263876010738855
152,First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Technology,Phones,203.184,2,0.2,15.2388,"Bayern, 85254, Deutschland",48.2876545,11.263876010738855
153,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,58.38,7,0.0,26.271,"Ermont, Argenteuil, Val-d'Oise, Île-de-France, France métropolitaine, 95123, France",48.979073,2.2663207
154,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,105.52,4,0.0,48.5392,"Ermont, Argenteuil, Val-d'Oise, Île-de-France, France métropolitaine, 95123, France",48.979073,2.2663207
155,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Storage,80.88,6,0.0,21.0288,"Ermont, Argenteuil, Val-d'Oise, Île-de-France, France métropolitaine, 95123, France",48.979073,2.2663207
156,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0.0,1.7901,"Seattle, King County, Washington, 98105, United States",47.66461158711767,-122.29919061874065
157,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,457.568,2,0.2,51.4764,"Seattle, King County, Washington, 98115, United States",47.68493836608715,-122.29913670628851
158,Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,14.62,2,0.0,6.8714,"Gagliano del Capo, Lecce, Puglia, 73034, Italia",39.853397,18.361157583333334
159,Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,944.93,7,0.0,236.2325,"Gagliano del Capo, Lecce, Puglia, 73034, Italia",39.853397,18.361157583333334
160,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,5.98,1,0.0,2.691,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90045, United States",33.965734812206925,-118.39911225567863
161,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,54.384,2,0.2,1.3596,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
162,Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,28.4,5,0.0,13.348,"Hadol, Épinal, Vosges, Grand Est, France métropolitaine, 88220, France",48.07538664594595,6.451967789189189
163,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,27.68,2,0.2,9.688,"Seattle, King County, Washington, 98115, United States",47.68493836608715,-122.29913670628851
164,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,9.936,3,0.2,2.7324,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
165,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,8159.952,8,0.4,-1359.992,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
166,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
167,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,1740.06,9,0.3,-24.858,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
168,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,32.064,6,0.2,6.8136,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
169,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
170,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,143.976,3,0.2,8.9985,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
171,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,90004,34.073026752459015,-118.30155263934427
172,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608,90004,34.073026752459015,-118.30155263934427
173,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,340.144,7,0.2,21.259,90004,34.073026752459015,-118.30155263934427
174,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,"South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.851398875,-87.71629819951923
175,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552,"South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.851398875,-87.71629819951923
176,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,"Houston, Harris County, Texas, 77036, United States",29.704001815617126,-95.53321337103274
177,Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372,"Sorbolo Mezzani, Parma, Emilia-Romagna, 43055, Italia",44.922307175,10.436385725
178,Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,"Sorbolo Mezzani, Parma, Emilia-Romagna, 43055, Italia",44.922307175,10.436385725
179,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
180,Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,"Decatur, Macon County, Illinois, 62521, United States",39.827096268051704,-88.92807767174516
181,Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,408.744,7,0.2,76.6395,"Decatur, Macon County, Illinois, 62521, United States",39.827096268051704,-88.92807767174516
182,Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296,"Ouachita Parish, Louisiana, 71203, United States",32.551912900542,-92.03916095826558
183,Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986,"Ouachita Parish, Louisiana, 71203, United States",32.551912900542,-92.03916095826558
184,Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25,"Ouachita Parish, Louisiana, 71203, United States",32.551912900542,-92.03916095826558
185,Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368,"Chassepierre, Florenville, Virton, Luxembourg, Wallonie, 6824, België / Belgique / Belgien",49.70838960939394,5.268924086666667
186,Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
187,Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,"Grand Prairie, Dallas County, Texas, 75051, United States",32.725240839810425,-97.00890960995261
188,Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255,"Grand Prairie, Dallas County, Texas, 75051, United States",32.725240839810425,-97.00890960995261
189,First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
190,First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
191,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
192,First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
193,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
194,Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116,"Redlands, San Bernardino County, CAL Fire Southern Region, California, 92374, United States",34.065985638847444,-117.16781782864216
195,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,"Adria, Rovigo, Veneto, 45011, Italia",45.05515945357143,12.056662085714285
196,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,"Adria, Rovigo, Veneto, 45011, Italia",45.05515945357143,12.056662085714285
197,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276,"Viana do Alentejo, Évora, 7090, Portugal",38.364467,-7.9886882
198,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,"Habana del Este, La Habana, 19120, Cuba",23.167159275,-82.1369354
199,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,"Habana del Este, La Habana, 19120, Cuba",23.167159275,-82.1369354
200,Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,"Nantes Nord, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44312, France",47.2452817,-1.551622
201,First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,"Denver, Colorado, 80219, United States",39.69552225342993,-105.03553139205012
202,First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,"Denver, Colorado, 80219, United States",39.69552225342993,-105.03553139205012
203,Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,"Paris, Île-de-France, France métropolitaine, 75220, France",48.8524924,2.2783345
204,Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,"Povegliano Veronese, Verona, Veneto, 37064, Italia",45.347968386666665,10.882832386666665
205,Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,"Whittier, Los Angeles County, CAL Fire Southern Region, California, 90604, United States",33.94157834406332,-118.00568708153033
206,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,"City of Saginaw, Saginaw County, Michigan, 48601, United States",43.426024846145495,-83.94323824234527
207,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,"City of Saginaw, Saginaw County, Michigan, 48601, United States",43.426024846145495,-83.94323824234527
208,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,"City of Saginaw, Saginaw County, Michigan, 48601, United States",43.426024846145495,-83.94323824234527
209,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,"City of Saginaw, Saginaw County, Michigan, 48601, United States",43.426024846145495,-83.94323824234527
